"name","plataform","metascore","metascore_reviews","userscore","userscore_reviews","release","genre","genero_principal","metascore_norm","metascore_cat","userscore_cat","diff_m_u","diff_m_u_abs","exclusivo"
"LocoRoco","PlayStation 4",79,31,7.1,37,2017-05-09,"Action/Platformer/2D","Action",7.9,"ALTO","MEDIO",0.800000000000001,0.800000000000001,1
"NieR: Automata - 3C3C1D119440927","PlayStation 4",79,10,7.3,67,2017-05-02,"Role-Playing/Action RPG","Role-Playing",7.9,"ALTO","MEDIO",0.600000000000001,0.600000000000001,1
"King's Quest Chapter 3: Once Upon a Climb","PlayStation 4",79,10,7.1,29,2016-04-26,"Adventure/General","Adventure",7.9,"ALTO","MEDIO",0.800000000000001,0.800000000000001,0
"Pro Evolution Soccer 2019","PlayStation 4",79,56,6.4,322,2018-08-28,"Sports/Team/Soccer/Sim","Sports",7.9,"ALTO","MEDIO",1.5,1.5,0
"Naruto Shippuden: Ultimate Ninja Storm 4","PlayStation 4",79,60,8.2,425,2016-02-09,"Action/Fighting/3D","Action",7.9,"ALTO","ALTO",-0.299999999999999,0.299999999999999,0
"Fire Pro Wrestling World","PlayStation 4",79,19,7.6,34,2018-08-28,"Sports/Individual/Combat/Wrestling","Sports",7.9,"ALTO","ALTO",0.300000000000001,0.300000000000001,1
"Rock of Ages 2: Bigger & Boulder","PlayStation 4",79,14,7.3,23,2017-08-28,"Action/General","Action",7.9,"ALTO","MEDIO",0.600000000000001,0.600000000000001,1
"Shooty Fruity","PlayStation 4",79,10,7,15,2017-12-19,"Action/Shooter/Light Gun","Action",7.9,"ALTO","MEDIO",0.9,0.9,1
"ECHO","PlayStation 4",79,24,6.8,22,2017-10-10,"Action Adventure/General","Action Adventure",7.9,"ALTO","MEDIO",1.1,1.1,1
"SMITE","PlayStation 4",79,9,6.7,110,2016-03-24,"Strategy/Real-Time/MOBA","Strategy",7.9,"ALTO","MEDIO",1.2,1.2,0
"Driveclub Bikes","PlayStation 4",79,29,7.4,122,2015-10-27,"Racing/Simulation/Automobile","Racing",7.9,"ALTO","MEDIO",0.5,0.5,1
"Nioh: Defiant Honor","PlayStation 4",79,8,6.8,38,2017-07-25,"Role-Playing/Action RPG","Role-Playing",7.9,"ALTO","MEDIO",1.1,1.1,1
"The King of Fighters XIV","PlayStation 4",79,55,8.2,286,2016-08-23,"Action/Fighting/2D","Action",7.9,"ALTO","ALTO",-0.299999999999999,0.299999999999999,1
"Tales of Berseria","PlayStation 4",79,57,7.1,526,2017-01-24,"Japanese-Style/Role-Playing/Action RPG","Japanese-Style",7.9,"ALTO","MEDIO",0.800000000000001,0.800000000000001,1
"Pac-Man 256","PlayStation 4",79,19,6.9,19,2016-06-21,"Action/General/Arcade","Action",7.9,"ALTO","MEDIO",1,1,0
"Trials Rising","PlayStation 4",79,55,6.6,63,2019-02-26,"Racing/Arcade/Automobile","Racing",7.9,"ALTO","MEDIO",1.3,1.3,0
"Alienation","PlayStation 4",79,63,7.8,213,2016-04-26,"Sci-Fi/Action/Shooter/Third-Person/Shoot-'Em-Up/Arcade/Top-Down","Sci-Fi",7.9,"ALTO","ALTO",0.100000000000001,0.100000000000001,1
"Hand of Fate","PlayStation 4",79,15,7.4,54,2015-02-17,"Role-Playing/Miscellaneous/General/Board / Card Game","Role-Playing",7.9,"ALTO","MEDIO",0.5,0.5,0
"Bleed 2","PlayStation 4",79,9,6.9,8,2018-02-06,"Action/Platformer/2D","Action",7.9,"ALTO","MEDIO",1,1,1
"River City Girls","PlayStation 4",79,16,6.3,52,2019-09-05,"Action/Beat-'Em-Up/2D","Action",7.9,"ALTO","MEDIO",1.6,1.6,1
"FIFA 20","PlayStation 4",79,62,1.2,3446,2019-09-24,"Sports/Team/Soccer/Sim","Sports",7.9,"ALTO","BAIXO",6.7,6.7,0
"Wonder Boy: The Dragon's Trap","PlayStation 4",79,41,7.8,54,2017-04-18,"Action Adventure/General","Action Adventure",7.9,"ALTO","ALTO",0.100000000000001,0.100000000000001,0
"EA Sports UFC 2","PlayStation 4",79,38,5.8,249,2016-03-15,"Sports/General/Individual/Combat/Boxing / Martial Arts","Sports",7.9,"ALTO","MEDIO",2.1,2.1,0
"WRC 8 FIA World Rally Championship","PlayStation 4",79,24,6,44,2019-09-10,"Racing/Arcade/Automobile","Racing",7.9,"ALTO","MEDIO",1.9,1.9,0
"Tacoma","PlayStation 4",79,9,5.9,18,2018-05-08,"Adventure/General","Adventure",7.9,"ALTO","MEDIO",2,2,0
"Call of Duty: WWII","PlayStation 4",79,83,4.7,1748,2017-11-03,"Action/Shooter/First-Person/Arcade","Action",7.9,"ALTO","BAIXO",3.2,3.2,0
"Pinball FX3","PlayStation 4",78,9,6.1,15,2017-09-26,"Action/Pinball","Action",7.8,"ALTO","MEDIO",1.7,1.7,1
"ZEN Pinball 2: Balls of Glory","PlayStation 4",78,9,6.2,5,2015-10-20,"Action/Pinball","Action",7.8,"ALTO","MEDIO",1.6,1.6,1
"Detroit: Become Human","PlayStation 4",78,104,8.8,4697,2018-05-25,"Action Adventure/Open-World/Adventure/3D/Third-Person","Action Adventure",7.8,"ALTO","ALTO",-1,1,1
"EVERSPACE","PlayStation 4",78,10,5.9,32,2018-05-22,"Simulation/Action Adventure/Space/Open-World/Combat","Simulation",7.8,"ALTO","MEDIO",1.9,1.9,1
"NHL 17","PlayStation 4",78,26,5.6,127,2016-09-13,"Sports/Team/Ice Hockey/Sim","Sports",7.8,"ALTO","MEDIO",2.2,2.2,0
"A Way Out","PlayStation 4",78,62,7.9,747,2018-03-23,"Action Adventure/General","Action Adventure",7.8,"ALTO","ALTO",-0.100000000000001,0.100000000000001,0
"For Honor: Marching Fire","PlayStation 4",78,8,3.4,9,2018-10-16,"Action Adventure/General","Action Adventure",7.8,"ALTO","BAIXO",4.4,4.4,1
"Death Road to Canada","PlayStation 4",78,14,5.9,8,2018-05-08,"Action/General","Action",7.8,"ALTO","MEDIO",1.9,1.9,1
"Super Rude Bear Resurrection","PlayStation 4",78,12,5,6,2017-05-02,"Action/Platformer/2D","Action",7.8,"ALTO","MEDIO",2.8,2.8,1
"Borderlands 3","PlayStation 4",78,43,5.8,1188,2019-09-13,"Action/Shooter/First-Person/Arcade","Action",7.8,"ALTO","MEDIO",2,2,0
"King's Quest Chapter 5: The Good Knight","PlayStation 4",78,7,5.4,18,2016-10-25,"Adventure/General","Adventure",7.8,"ALTO","MEDIO",2.4,2.4,1
"Hatsune Miku: Project Diva X","PlayStation 4",78,22,7.4,78,2016-08-30,"Action/Rhythm/Music","Action",7.8,"ALTO","MEDIO",0.399999999999999,0.399999999999999,1
"Overcooked!","PlayStation 4",78,24,7.9,165,2016-08-02,"Action/Simulation/Arcade/Virtual/Career","Action",7.8,"ALTO","ALTO",-0.100000000000001,0.100000000000001,0
"Grand Kingdom","PlayStation 4",78,33,7.3,91,2016-06-21,"Strategy/Turn-Based/Tactics","Strategy",7.8,"ALTO","MEDIO",0.5,0.5,1
"Bridge Constructor Portal","PlayStation 4",78,7,3.7,17,2018-03-01,"Simulation/Virtual/Career","Simulation",7.8,"ALTO","BAIXO",4.1,4.1,0
"For Honor","PlayStation 4",78,59,6.1,1059,2017-02-14,"Action Adventure/General","Action Adventure",7.8,"ALTO","MEDIO",1.7,1.7,0
"Forgotton Anne","PlayStation 4",78,23,6.8,54,2018-05-15,"Adventure/General","Adventure",7.8,"ALTO","MEDIO",1,1,0
"1001 Spikes","PlayStation 4",78,8,6.5,37,2014-06-03,"Action/Platformer/Platformer/2D/2D","Action",7.8,"ALTO","MEDIO",1.3,1.3,1
"LEGO Star Wars: The Force Awakens","PlayStation 4",78,61,7.4,150,2016-06-28,"Action Adventure/General","Action Adventure",7.8,"ALTO","MEDIO",0.399999999999999,0.399999999999999,0
"Unravel","PlayStation 4",78,74,8.1,422,2016-02-09,"Action/Platformer/2D","Action",7.8,"ALTO","ALTO",-0.3,0.3,0
"Blasphemous","PlayStation 4",78,16,7.9,122,2019-09-10,"Action Adventure/Open-World","Action Adventure",7.8,"ALTO","ALTO",-0.100000000000001,0.100000000000001,0
"The Persistence VR","PlayStation 4",78,28,8,72,2018-07-24,"Adventure/3D/First-Person","Adventure",7.8,"ALTO","ALTO",-0.2,0.2,1
"Life is Strange 2","PlayStation 4",78,17,6.4,373,2018-09-26,"Action Adventure/General","Action Adventure",7.8,"ALTO","MEDIO",1.4,1.4,1
"Forma.8","PlayStation 4",78,17,5.4,38,2017-02-23,"Action/Action Adventure/Platformer/Open-World/2D","Action",7.8,"ALTO","MEDIO",2.4,2.4,1
"Mothergunship","PlayStation 4",78,20,5,18,2018-07-17,"Action/General","Action",7.8,"ALTO","MEDIO",2.8,2.8,0
"NHL 16","PlayStation 4",78,28,5.4,172,2015-09-15,"Sports/Team/Ice Hockey/Sim","Sports",7.8,"ALTO","MEDIO",2.4,2.4,0
"Rock Band 4","PlayStation 4",78,51,6.4,104,2015-10-06,"Action/Rhythm/Music","Action",7.8,"ALTO","MEDIO",1.4,1.4,0
"Dragon's Dogma: Dark Arisen","PlayStation 4",78,24,8.2,183,2017-10-03,"Role-Playing/Action RPG","Role-Playing",7.8,"ALTO","ALTO",-0.399999999999999,0.399999999999999,0
"Don't Starve: Console Edition","PlayStation 4",78,36,7.1,389,2014-01-07,"Action Adventure/Fantasy/General/Fantasy/Sandbox","Action Adventure",7.8,"ALTO","MEDIO",0.7,0.7,1
"Atelier Lulua: The Scion of Arland","PlayStation 4",78,22,6.6,28,2019-05-21,"Role-Playing/Japanese-Style","Role-Playing",7.8,"ALTO","MEDIO",1.2,1.2,1
"Super Cloudbuilt","PlayStation 4",78,10,6.6,9,2017-07-25,"Action Adventure/General","Action Adventure",7.8,"ALTO","MEDIO",1.2,1.2,0
"Fortnite","PlayStation 4",78,16,3.7,1060,2017-07-21,"Action/Shooter/Third-Person/Tactical","Action",7.8,"ALTO","BAIXO",4.1,4.1,1
"Yakuza 4 Remastered","PlayStation 4",78,8,7.6,40,2019-10-29,"Action Adventure/Open-World","Action Adventure",7.8,"ALTO","ALTO",0.2,0.2,1
"Heavy Rain & Beyond: Two Souls Collection","PlayStation 4",78,8,8.5,282,2016-03-04,"Miscellaneous/Compilation","Miscellaneous",7.8,"ALTO","ALTO",-0.7,0.7,1
"RIGS: Mechanized Combat League","PlayStation 4",78,45,7.5,127,2016-10-13,"Simulation/Vehicle/Combat","Simulation",7.8,"ALTO","ALTO",0.3,0.3,1
"Heavy Rain","PlayStation 4",78,30,7.9,983,2016-03-01,"Adventure/3D/Third-Person","Adventure",7.8,"ALTO","ALTO",-0.100000000000001,0.100000000000001,1
"Under Night In-Birth Exe:Late[st]","PlayStation 4",78,30,7.4,28,2018-02-09,"Action/Fighting/2D","Action",7.8,"ALTO","MEDIO",0.399999999999999,0.399999999999999,1
"The Forest","PlayStation 4",78,7,7.4,77,2018-11-06,"Action Adventure/Survival","Action Adventure",7.8,"ALTO","MEDIO",0.399999999999999,0.399999999999999,1
"The Legend of Heroes: Trails of Cold Steel II","PlayStation 4",78,22,8.4,111,2019-06-04,"Role-Playing/Japanese-Style","Role-Playing",7.8,"ALTO","ALTO",-0.600000000000001,0.600000000000001,1
"Shakedown Hawaii","PlayStation 4",78,10,5,31,2019-05-07,"Action Adventure/Open-World","Action Adventure",7.8,"ALTO","MEDIO",2.8,2.8,1
"Worms W.M.D","PlayStation 4",78,23,6.9,36,2016-08-23,"Strategy/Turn-Based/Artillery","Strategy",7.8,"ALTO","MEDIO",0.899999999999999,0.899999999999999,0
"Darknet","PlayStation 4",78,8,5.4,9,2017-03-07,"Puzzle/General","Puzzle",7.8,"ALTO","MEDIO",2.4,2.4,1
"Amnesia Collection","PlayStation 4",78,27,7.1,81,2016-11-22,"Miscellaneous/Compilation","Miscellaneous",7.8,"ALTO","MEDIO",0.7,0.7,1
"Life is Strange: Episode 2 - Out of Time","PlayStation 4",78,34,8.2,226,2015-03-24,"Action Adventure/General","Action Adventure",7.8,"ALTO","ALTO",-0.399999999999999,0.399999999999999,0
"Skylanders Trap Team","PlayStation 4",78,46,5.6,39,2014-10-05,"Action/Platformer/3D","Action",7.8,"ALTO","MEDIO",2.2,2.2,0
"Call of Duty: Ghosts","PlayStation 4",78,49,3.9,1693,2013-11-15,"Action/Shooter/Shooter/First-Person/Modern/Modern/Arcade","Action",7.8,"ALTO","BAIXO",3.9,3.9,0
"The Banner Saga 2","PlayStation 4",78,12,7.5,53,2016-07-05,"Role-Playing/General/Strategy/Turn-Based/Tactics","Role-Playing",7.8,"ALTO","ALTO",0.3,0.3,0
"The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys","PlayStation 4",78,10,7,31,2019-01-15,"Adventure/Point-and-Click","Adventure",7.8,"ALTO","MEDIO",0.8,0.8,1
"Little Nightmares","PlayStation 4",78,52,8,275,2017-04-28,"Action Adventure/General/Linear","Action Adventure",7.8,"ALTO","ALTO",-0.2,0.2,0
"PlanetSide 2","PlayStation 4",78,17,7,155,2015-06-23,"Action/Shooter/Shooter/First-Person/Sci-Fi/Sci-Fi/Tactical/Arcade","Action",7.8,"ALTO","MEDIO",0.8,0.8,1
"NBA 2K20","PlayStation 4",78,42,1.3,1151,2019-09-06,"Sports/Team/Basketball/Sim","Sports",7.8,"ALTO","BAIXO",6.5,6.5,0
"This War of Mine: The Little Ones","PlayStation 4",78,37,7.5,146,2016-01-29,"Strategy/Real-Time/General","Strategy",7.8,"ALTO","ALTO",0.3,0.3,0
"Tales From The Borderlands: Episode 4 - Escape Plan Bravo","PlayStation 4",78,9,7.7,56,2015-08-18,"Adventure/General","Adventure",7.8,"ALTO","ALTO",0.0999999999999996,0.0999999999999996,1
"The Walking Dead: The Telltale Series - The Final Season","PlayStation 4",78,7,8.1,193,2018-08-14,"Adventure/Point-and-Click","Adventure",7.8,"ALTO","ALTO",-0.3,0.3,0
"ABZU","PlayStation 4",78,72,7.6,337,2016-08-02,"Fantasy/Action Adventure/Adventure/General/3D/Third-Person","Fantasy",7.8,"ALTO","ALTO",0.2,0.2,1
"Toki Tori 2 +","PlayStation 4",78,7,5.6,5,2016-02-23,"Puzzle/Action","Puzzle",7.8,"ALTO","MEDIO",2.2,2.2,1
"Life is Strange: Before the Storm - Episode 1: Awake","PlayStation 4",78,53,7.5,185,2017-08-31,"Action Adventure/General","Action Adventure",7.8,"ALTO","ALTO",0.3,0.3,0
"Outlast","PlayStation 4",78,33,7.8,801,2014-02-04,"Horror/Action Adventure/Horror/Survival","Horror",7.8,"ALTO","ALTO",0,0,1
"Call of Duty: Black Ops III - Zombies Chronicles","PlayStation 4",78,12,6.6,45,2017-05-16,"Action/Shooter/First-Person/Arcade","Action",7.8,"ALTO","MEDIO",1.2,1.2,1
"Everybody's Gone to the Rapture","PlayStation 4",78,89,6.5,598,2015-08-11,"Action/General/General/Adventure/3D/First-Person","Action",7.8,"ALTO","MEDIO",1.3,1.3,1
"Horizon Chase Turbo","PlayStation 4",78,15,7.7,114,2018-05-15,"Racing/Arcade/Automobile","Racing",7.8,"ALTO","ALTO",0.0999999999999996,0.0999999999999996,0
"Age of Wonders: Planetfall","PlayStation 4",78,10,6.7,40,2019-08-06,"Strategy/Turn-Based/General","Strategy",7.8,"ALTO","MEDIO",1.1,1.1,0
"Everybody's Golf","PlayStation 4",78,48,7.6,159,2017-08-29,"Traditional/Sports/Individual/Golf/Arcade","Traditional",7.8,"ALTO","ALTO",0.2,0.2,1
"Flywrench","PlayStation 4",78,8,3.5,15,2017-02-14,"Action/General","Action",7.8,"ALTO","BAIXO",4.3,4.3,1
"Dying Light: The Following","PlayStation 4",78,24,7.9,162,2016-02-09,"Action Adventure/Survival","Action Adventure",7.8,"ALTO","ALTO",-0.100000000000001,0.100000000000001,0
"Teslagrad","PlayStation 4",78,14,6.8,112,2015-04-14,"Action/Platformer/2D","Action",7.8,"ALTO","MEDIO",1,1,1
"Plants vs. Zombies: Battle for Neighborville","PlayStation 4",77,25,5.5,132,2019-10-18,"Action/Shooter/Third-Person/Tactical","Action",7.7,"ALTO","MEDIO",2.2,2.2,0
"Yomawari: Midnight Shadows","PlayStation 4",77,23,7,26,2017-10-24,"Action Adventure/Survival","Action Adventure",7.7,"ALTO","MEDIO",0.7,0.7,1
"The Missing: JJ Macfield and the Island of Memories","PlayStation 4",77,10,6.9,19,2018-10-15,"Action/General","Action",7.7,"ALTO","MEDIO",0.8,0.8,0
"Elite: Dangerous","PlayStation 4",77,17,7,118,2017-06-27,"Simulation/Space/Civilian","Simulation",7.7,"ALTO","MEDIO",0.7,0.7,0
"Game of Thrones: Episode One - Iron From Ice","PlayStation 4",77,18,7.3,144,2014-12-02,"Action/Adventure/General/Point-and-Click","Action",7.7,"ALTO","MEDIO",0.4,0.4,0
"Linelight","PlayStation 4",77,8,5.5,14,2017-01-31,"Puzzle/Action","Puzzle",7.7,"ALTO","MEDIO",2.2,2.2,1
"Life is Strange 2: Episode 4 - Faith","PlayStation 4",77,15,4.8,40,2019-08-22,"Action Adventure/General","Action Adventure",7.7,"ALTO","BAIXO",2.9,2.9,1
"Life Goes On: Done to Death","PlayStation 4",77,15,6.9,12,2016-05-17,"Action/Platformer/2D","Action",7.7,"ALTO","MEDIO",0.8,0.8,1
"Ultimate Marvel vs. Capcom 3","PlayStation 4",77,27,7.5,64,2016-12-03,"Action/Fighting/2D","Action",7.7,"ALTO","ALTO",0.2,0.2,1
"Life is Strange: Before the Storm - Episode 3: Hell is Empty","PlayStation 4",77,26,7.4,82,2017-12-19,"Action Adventure/General","Action Adventure",7.7,"ALTO","MEDIO",0.3,0.3,0
"Pac-Man Championship Edition 2","PlayStation 4",77,26,7.5,36,2016-09-13,"Action/Arcade","Action",7.7,"ALTO","ALTO",0.2,0.2,0
"Street Fighter V","PlayStation 4",77,80,3.6,1394,2016-02-16,"Action/Fighting/2D","Action",7.7,"ALTO","BAIXO",4.1,4.1,1
"Shu","PlayStation 4",77,13,6.8,10,2016-10-04,"Action/Platformer/2D","Action",7.7,"ALTO","MEDIO",0.9,0.9,1
"Virginia","PlayStation 4",77,28,5.6,105,2016-09-22,"Adventure/3D/First-Person","Adventure",7.7,"ALTO","MEDIO",2.1,2.1,0
"Dragon Quest Heroes: The World Tree's Woe and the Blight Below","PlayStation 4",77,75,7.6,242,2015-10-13,"2D/Action/Beat-'Em-Up/3D","2D",7.7,"ALTO","ALTO",0.100000000000001,0.100000000000001,1
"Stellaris: Console Edition","PlayStation 4",77,21,6.9,42,2019-02-26,"Strategy/Real-Time/General","Strategy",7.7,"ALTO","MEDIO",0.8,0.8,0
"Indivisible","PlayStation 4",77,45,6.7,86,2019-10-08,"Role-Playing/Action RPG","Role-Playing",7.7,"ALTO","MEDIO",1,1,0
"Final Fantasy XV: Royal Edition","PlayStation 4",77,7,8.6,476,2018-03-06,"Role-Playing/Action RPG","Role-Playing",7.7,"ALTO","ALTO",-0.899999999999999,0.899999999999999,1
"Kerbal Space Program","PlayStation 4",77,10,6.5,37,2016-07-12,"Simulation/Space/Combat","Simulation",7.7,"ALTO","MEDIO",1.2,1.2,0
"Life is Strange: Before the Storm","PlayStation 4",77,19,7.8,392,2017-08-31,"Action Adventure/General","Action Adventure",7.7,"ALTO","ALTO",-0.0999999999999996,0.0999999999999996,1
"Super Cane Magic ZERO","PlayStation 4",77,8,5.2,10,2019-05-30,"Role-Playing/Japanese-Style","Role-Playing",7.7,"ALTO","MEDIO",2.5,2.5,1
"Little Red Lie","PlayStation 4",77,8,3.7,6,2018-01-09,"Adventure/General","Adventure",7.7,"ALTO","BAIXO",4,4,1
"Valiant Hearts: The Great War","PlayStation 4",77,48,8.3,638,2014-06-24,"Platformer/2D/Action/Platformer/2D","Platformer",7.7,"ALTO","ALTO",-0.600000000000001,0.600000000000001,0
"Duke Nukem 3D: 20th Anniversary World Tour","PlayStation 4",77,15,7.2,36,2016-10-11,"Action/Shooter/First-Person/Arcade","Action",7.7,"ALTO","MEDIO",0.5,0.5,1
"King's Quest Chapter 1: A Knight to Remember","PlayStation 4",77,22,7.2,82,2015-07-28,"Adventure/General","Adventure",7.7,"ALTO","MEDIO",0.5,0.5,0
"World of Final Fantasy","PlayStation 4",77,78,7.7,385,2016-10-25,"Role-Playing/Japanese-Style","Role-Playing",7.7,"ALTO","ALTO",0,0,1
"11-11: Memories Retold","PlayStation 4",77,33,7.7,55,2018-11-09,"Adventure/General/3D/Third-Person","Adventure",7.7,"ALTO","ALTO",0,0,0
"Unravel Two","PlayStation 4",77,48,7.8,152,2018-06-09,"Action/Platformer/2D","Action",7.7,"ALTO","ALTO",-0.0999999999999996,0.0999999999999996,0
"Hitman GO: Definitive Edition","PlayStation 4",77,27,6.6,63,2016-02-23,"Strategy/Turn-Based/General","Strategy",7.7,"ALTO","MEDIO",1.1,1.1,1
"Mega Man Legacy Collection","PlayStation 4",77,22,7.6,111,2015-08-25,"Miscellaneous/Compilation","Miscellaneous",7.7,"ALTO","ALTO",0.100000000000001,0.100000000000001,0
"Transformers: Devastation","PlayStation 4",77,50,7.5,214,2015-10-06,"Action/Beat-'Em-Up/3D","Action",7.7,"ALTO","ALTO",0.2,0.2,0
"LEGO City Undercover","PlayStation 4",77,27,7.2,46,2017-04-04,"Action Adventure/Open-World","Action Adventure",7.7,"ALTO","MEDIO",0.5,0.5,0
"Xeodrifter","PlayStation 4",77,14,5.5,66,2015-09-01,"Action/Platformer/2D","Action",7.7,"ALTO","MEDIO",2.2,2.2,1
"Game of Thrones: Episode Five - A Nest of Vipers","PlayStation 4",77,11,6.8,38,2015-07-21,"Action/Adventure/General/Point-and-Click","Action",7.7,"ALTO","MEDIO",0.9,0.9,0
"The Elder Scrolls V: Skyrim VR","PlayStation 4",77,44,8,271,2017-11-17,"Role-Playing/Western-Style","Role-Playing",7.7,"ALTO","ALTO",-0.3,0.3,1
"Call of Duty: Infinite Warfare","PlayStation 4",77,87,4,1709,2016-11-04,"Action/Shooter/First-Person/Tactical","Action",7.7,"ALTO","BAIXO",3.7,3.7,0
"Super Mega Baseball 2","PlayStation 4",77,7,6.5,20,2018-05-01,"Sports/Team/Baseball/Arcade","Sports",7.7,"ALTO","MEDIO",1.2,1.2,0
"Lost Orbit","PlayStation 4",77,19,7.1,23,2015-05-12,"Action/Platformer/2D","Action",7.7,"ALTO","MEDIO",0.600000000000001,0.600000000000001,1
"Observer","PlayStation 4",77,19,7.1,84,2017-08-15,"Adventure/3D/First-Person","Adventure",7.7,"ALTO","MEDIO",0.600000000000001,0.600000000000001,0
"The Sexy Brutale","PlayStation 4",77,28,7.6,68,2017-04-11,"Adventure/General","Adventure",7.7,"ALTO","ALTO",0.100000000000001,0.100000000000001,0
"Sniper Elite 4","PlayStation 4",77,55,6.8,263,2017-02-14,"Action/Shooter/First-Person/Tactical","Action",7.7,"ALTO","MEDIO",0.9,0.9,0
"Disney Classic Games: Aladdin and the Lion King","PlayStation 4",77,13,5.1,28,2019-10-29,"Miscellaneous/Compilation","Miscellaneous",7.7,"ALTO","MEDIO",2.6,2.6,0
"NHL 20","PlayStation 4",77,26,3.7,144,2019-09-10,"Sports/Team/Ice Hockey/Sim","Sports",7.7,"ALTO","BAIXO",4,4,0
"Strider","PlayStation 4",77,38,7.1,262,2014-02-18,"Fantasy/Action Adventure/General/Fantasy","Fantasy",7.7,"ALTO","MEDIO",0.600000000000001,0.600000000000001,0
"Ys Origin","PlayStation 4",77,18,7,47,2017-05-30,"Role-Playing/Action RPG","Role-Playing",7.7,"ALTO","MEDIO",0.7,0.7,0
"Resident Evil: Revelations 2 - Episode 3: Judgment","PlayStation 4",77,14,7,53,2015-03-10,"Action Adventure/Survival","Action Adventure",7.7,"ALTO","MEDIO",0.7,0.7,0
"Sleeping Dogs: Definitive Edition","PlayStation 4",77,34,7.4,388,2014-10-14,"Action Adventure/Modern/Open-World","Action Adventure",7.7,"ALTO","MEDIO",0.3,0.3,0
"Hitman - Intro Pack","PlayStation 4",77,69,5.2,277,2016-03-11,"Action Adventure/General","Action Adventure",7.7,"ALTO","MEDIO",2.5,2.5,0
"Headlander","PlayStation 4",77,40,7,37,2016-07-26,"Action/Action Adventure/General/Platformer/2D","Action",7.7,"ALTO","MEDIO",0.7,0.7,1
"Batman: The Enemy Within - Episode 4: What Ails You","PlayStation 4",77,9,6.8,20,2018-01-22,"Adventure/Point-and-Click","Adventure",7.7,"ALTO","MEDIO",0.9,0.9,1
"Toukiden 2","PlayStation 4",77,46,7.5,91,2017-03-21,"Role-Playing/Action RPG","Role-Playing",7.7,"ALTO","ALTO",0.2,0.2,1
"Remnant: From the Ashes","PlayStation 4",77,17,7.2,170,2019-08-20,"Action/Shooter/Third-Person/Arcade","Action",7.7,"ALTO","MEDIO",0.5,0.5,0
"Hue","PlayStation 4",77,32,7.3,74,2016-08-30,"Puzzle/Action","Puzzle",7.7,"ALTO","MEDIO",0.4,0.4,0
"Furi","PlayStation 4",77,37,7.8,319,2016-07-05,"Action/General/Fighting/3D","Action",7.7,"ALTO","ALTO",-0.0999999999999996,0.0999999999999996,0
"GNOG","PlayStation 4",77,29,6.9,32,2017-05-02,"Adventure/General","Adventure",7.7,"ALTO","MEDIO",0.8,0.8,1
"Warriors Orochi 3 Ultimate","PlayStation 4",77,22,6.6,74,2014-09-02,"Action/Beat-'Em-Up/3D","Action",7.7,"ALTO","MEDIO",1.1,1.1,0
"Aaero","PlayStation 4",77,8,5.1,9,2017-04-11,"Action/Shooter/Rail","Action",7.7,"ALTO","MEDIO",2.6,2.6,0
"DG2: Defense Grid 2","PlayStation 4",77,9,7.1,30,2014-09-23,"Strategy/Real-Time/General/Defense","Strategy",7.7,"ALTO","MEDIO",0.600000000000001,0.600000000000001,0
"The Disney Afternoon Collection","PlayStation 4",76,38,6.4,13,2017-04-18,"Miscellaneous/Compilation","Miscellaneous",7.6,"ALTO","MEDIO",1.2,1.2,0
"Tropico 5","PlayStation 4",76,17,7.1,149,2015-04-28,"Tycoon/Business / Tycoon/Strategy/Management/Government","Tycoon",7.6,"ALTO","MEDIO",0.5,0.5,1
"Blasters of the Universe","PlayStation 4",76,12,7.2,13,2018-02-27,"Action/Shooter/First-Person/Arcade","Action",7.6,"ALTO","MEDIO",0.399999999999999,0.399999999999999,1
"Kingdom Hearts HD 2.8 Final Chapter Prologue","PlayStation 4",76,69,8.2,397,2017-01-24,"Miscellaneous/Compilation/Role-Playing/Action RPG","Miscellaneous",7.6,"ALTO","ALTO",-0.6,0.6,1
"War Thunder","PlayStation 4",76,17,5.5,404,2014-06-03,"Action/Simulation/General/Flight/Vehicle/Combat","Action",7.6,"ALTO","MEDIO",2.1,2.1,1
"Destiny","PlayStation 4",76,95,6.1,5541,2014-09-09,"Shooter/Sci-Fi/Action/Shooter/First-Person/Sci-Fi/Arcade","Shooter",7.6,"ALTO","MEDIO",1.5,1.5,0
"WWE 2K19","PlayStation 4",76,44,5.9,148,2018-10-05,"Sports/Individual/Combat/Wrestling","Sports",7.6,"ALTO","MEDIO",1.7,1.7,0
"BlazBlue: Cross Tag Battle","PlayStation 4",76,27,6.6,73,2018-06-05,"Action/Fighting/2D","Action",7.6,"ALTO","MEDIO",1,1,1
"MotoGP 19","PlayStation 4",76,25,7.6,36,2019-06-06,"Racing/Simulation/Automobile","Racing",7.6,"ALTO","ALTO",0,0,0
"Pode","PlayStation 4",76,8,3.9,10,2019-02-19,"Adventure/3D/Third-Person","Adventure",7.6,"ALTO","BAIXO",3.7,3.7,1
"Dragon Quest Heroes II","PlayStation 4",76,68,7.6,74,2017-04-25,"Action/Beat-'Em-Up/3D","Action",7.6,"ALTO","ALTO",0,0,1
"Q.U.B.E. Director's Cut","PlayStation 4",76,16,6.8,35,2015-07-21,"Puzzle/Logic","Puzzle",7.6,"ALTO","MEDIO",0.8,0.8,0
